Action,Design,Frame,Clauses,Mem,time,reward
bmc3g,6s7Un-partitioned,2,1,0,0.02,1.9867110125100689,1.9867110125100689,0.006666666666666667,2.709235973831018,0.006666666666666667,0.9933555062550344
bmc3g,6s7Un-partitioned,3,2,0,0,2.0,1.9933555062550345,0.006666666666666667,4.474225809665668,0.006666666666666667,0.9966722160545233
bmc3g,6s7Un-partitioned,4,5,0,0,2.0,1.9955703375033564,0.006666666666666667,7.37593166881596,0.006666666666666667,0.9977802450856064
bmc3g,6s7Un-partitioned,5,10,0,0,2.0,1.9966777531275173,0.006666666666666667,12.16423391821804,0.006666666666666667,0.9983347214509387
bmc3g,6s7Un-partitioned,6,23,0,0,2.0,1.9973422025020138,0.006666666666666667,20.058774053168303,0.006666666666666667,0.9986675551606254
bmc3g,6s7Un-partitioned,7,59,0,0.009999999999999998,1.9975015618491618,1.9973687623932053,0.007916666666666667,33.07155710841999,0.007916666666666667,0.9986814256396586
bmc3g,6s7Un-partitioned,8,132,0,0,2.0,1.9977446534798902,0.007916666666666667,54.421965892037235,0.007916666666666667,0.9988696869046684
bmc3g,6s7Un-partitioned,9,206,0,0,2.0,1.998026571794904,0.007916666666666667,89.89551625929198,0.007916666666666667,0.999010906142781
bmc3g,6s7Un-partitioned,10,446,0,0.010000000000000002,1.9981826443777178,1.9980439131929946,0.008825757575757577,148.2291934247934,0.008825757575757577,0.9990198409393667
bmc3g,6s7Un-partitioned,11,813,0,0.019999999999999997,1.9966694429018774,1.9979064661638826,0.010492424242424244,243.96650330770566,0.010492424242424244,0.9989513078381203
bmc3g,6s7Un-partitioned,12,1298,0,0.020000000000000004,1.9969254425736727,1.9978172822011364,0.012030885780885783,401.2774733688647,0.012030885780885783,0.9989068810011513
bmc3g,6s7Un-partitioned,13,1992,0,0.039999999999999994,1.994293869782032,1.9975236644995444,0.01488802863802864,661.5942103879873,0.01488802863802864,0.998760100258494
bmc3g,6s7Un-partitioned,14,2886,0,0.06,1.992015978687983,1.9970999963601936,0.018888028638028638,1085.6565563545573,0.018888028638028638,0.9985481297050861
bmc3g,6s7Un-partitioned,15,3746,0,0.06,1.992514044938342,1.99677242840149,0.022638028638028638,1783.3848203939795,0.022638028638028638,0.9983843045978577
bmc3g,6s7Un-partitioned,16,5292,0,0.12,1.9859320628974226,1.9960497373678856,0.0296968521674404,2934.9293967654785,0.0296968521674404,0.9980221683473313
bmc3g,6s7Un-partitioned,17,7034,0,0.15000000000000002,1.983402585277752,1.9952592903622521,0.038030185500773736,4784.85766184187,0.038030185500773736,0.9976259359643984
bmc3g,6s7Un-partitioned,18,10058,0,0.27,1.9717799332618058,1.9938781517092845,0.05224071181656321,7816.276024986156,0.05224071181656321,0.9969317337316086
bmc3g,6s7Un-partitioned,19,12274,0,0.21999999999999997,1.9781205575507375,1.9930027298115875,0.06324071181656321,12599.592915813648,0.06324071181656321,0.9964927917940831
bmc3g,6s7Un-partitioned,20,15635,0,0.33000000000000007,1.968817078923749,1.9917298008174908,0.07895499753084893,20853.051475106407,0.07895499753084893,0.9958530960656411
bmc3g,6s7Un-partitioned,21,20081,0,0.43999999999999995,1.9603973466135105,1.990163178107292,0.09895499753084894,33673.73694866426,0.09895499753084894,0.9950644700758151
bmc3g,6s7Un-partitioned,22,25327,0,0.56,1.9518923823397332,1.9883407592612177,0.12330282361780547,53947.369882869076,0.12330282361780547,0.9941456409089798
bmc3g,6s7Un-partitioned,23,31304,0,0.6699999999999999,1.9449388050831786,1.9863679431622159,0.15121949028447212,86945.72773814236,0.15121949028447212,0.9931499560515478
bmc3g,6s7Un-partitioned,24,38042,0,0.8199999999999998,1.9354641733060223,1.984154735777164,0.18401949028447212,138803.9462874352,0.18401949028447212,0.9920310741859287
bmc3g,6s7Un-partitioned,25,45334,0,0.98,1.9260184116690244,1.981732388939325,0.2217117979767798,222442.62506734053,0.2217117979767798,0.9908045475689848
bmc3g,6s7Un-partitioned,26,54202,0,1.0899999999999999,1.9208673142030568,1.9792977859498742,0.26208216834715015,350433.0741543064,0.26208216834715015,0.9895714714010302
bmc3g,6s7Un-partitioned,27,63652,0,1.2000000000000002,1.916096488652795,1.9768669668230636,0.304939311204293,566060.2399204689,0.304939311204293,0.988340074948087
